#YYYY-MM-DD,device,coverage,gen,comment
#input,"data/WW-PV-roof/E2008.csv"
#input,"data/WW-PV-roof/E2009.csv"
#input,"data/WW-PV-roof/E2010.csv"
#input,"data/WW-PV-roof/E2011.csv"
#input,"data/WW-PV-roof/E2012.csv"
#input,"data/WW-PV-roof/E2013.csv"
#input,"data/WW-PV-roof/E2014.csv"
#input,"data/WW-PV-roof/E2015.csv"
#input,"data/WW-PV-roof/E2016.csv"
#input,"data/WW-PV-roof/E2017.csv"
#input,"data/WW-PV-roof/E2018.csv"
#input,"data/WW-PV-roof/E2019.csv"
#input,"data/WW-PV-roof/E2020.csv"
#input,"data/WW-PV-roof/E2021.csv"
#input,"data/WW-PV-roof/E2022.csv"
#input,"data/WW-PV-roof/E2023.csv"
2009-06-18,SunnyBeam,1,15.610
2009-06-19,SunnyBeam,1,15.770
2009-06-20,SunnyBeam,1,12.850
2009-06-21,SunnyBeam,1,15.060
2009-06-22,SunnyBeam,1,11.400
2009-06-23,SunnyBeam,1,22.310
2009-06-24,SunnyBeam,1,23.350
2009-06-25,SunnyBeam,1,18.520
2009-06-26,SunnyBeam,1,12.280
2009-06-27,SunnyBeam,1,19.880
2009-06-28,SunnyBeam,1,19.110
2009-06-29,SunnyBeam,1,18.880
2009-06-30,SunnyBeam,1,20.960
2009-07-01,SunnyBeam,1,18.950
2009-07-02,SunnyBeam,1,19.370
2009-07-03,SunnyBeam,1,11.880
2009-07-04,SunnyBeam,1,18.230
2009-07-05,SunnyBeam,1,15.960
2009-07-06,SunnyBeam,1,13.450
2009-07-07,SunnyBeam,1,10.980
2009-07-08,SunnyBeam,1,8.030
2009-07-09,SunnyBeam,1,15.310
2009-07-10,SunnyBeam,1,17.860
2009-07-11,SunnyBeam,1,7.070
2009-07-12,SunnyBeam,1,14.750
2009-07-13,SunnyBeam,1,14.970
2009-07-14,SunnyBeam,1,15.650
2009-07-15,SunnyBeam,1,11.510
2009-07-16,SunnyBeam,1,16.300
2009-07-17,SunnyBeam,1,11.330
2009-07-18,SunnyBeam,1,17.500
2009-07-19,SunnyBeam,1,13.180
2009-07-20,SunnyBeam,1,16.080
2009-07-21,SunnyBeam,1,8.190
2009-07-22,SunnyBeam,1,14.980
2009-07-23,SunnyBeam,1,13.220
2009-07-24,SunnyBeam,1,12.240
2009-07-25,SunnyBeam,1,16.900
2009-07-26,SunnyBeam,1,11.340
2009-07-27,SunnyBeam,1,12.990
2009-07-28,SunnyBeam,1,15.970
2009-07-29,SunnyBeam,1,8.960
2009-07-30,SunnyBeam,1,16.630
2009-07-31,SunnyBeam,1,17.560
2009-08-01,SunnyBeam,1,7.080
2009-08-02,SunnyBeam,1,16.630
2009-08-03,SunnyBeam,1,15.430
2009-08-04,SunnyBeam,1,4.860
2009-08-05,SunnyBeam,1,12.980
2009-08-06,SunnyBeam,1,10.180
2009-08-07,SunnyBeam,1,6.340
2009-08-08,SunnyBeam,1,16.620
2009-08-09,SunnyBeam,1,17.120
2009-08-10,SunnyBeam,1,9.050
2009-08-11,SunnyBeam,1,13.650
2009-08-12,SunnyBeam,1,6.420
2009-08-13,SunnyBeam,1,13.100
2009-08-14,SunnyBeam,1,12.610
2009-08-15,SunnyBeam,1,10.330
2009-08-16,SunnyBeam,1,13.360
2009-08-17,SunnyBeam,1,13.490
2009-08-18,SunnyBeam,1,14.400
2009-08-19,SunnyBeam,1,17.690
2009-08-20,SunnyBeam,1,11.320
2009-08-21,SunnyBeam,1,12.610
2009-08-22,SunnyBeam,1,12.710
2009-08-23,SunnyBeam,1,17.650
2009-08-24,SunnyBeam,1,11.070
2009-08-25,SunnyBeam,1,12.290
2009-08-26,SunnyBeam,1,8.470
2009-08-27,SunnyBeam,1,11.340
2009-08-28,SunnyBeam,1,11.920
2009-08-29,SunnyBeam,1,16.140
2009-08-30,SunnyBeam,1,6.760
2009-08-31,SunnyBeam,1,11.500
2009-09-01,SunnyBeam,1,12.840
2009-09-02,SunnyBeam,1,6.380
2009-09-03,SunnyBeam,1,11.560
2009-09-04,SunnyBeam,1,12.030
2009-09-05,SunnyBeam,1,11.310
2009-09-06,SunnyBeam,1,9.990
2009-09-07,SunnyBeam,1,6.430
2009-09-08,SunnyBeam,1,12.720
2009-09-09,SunnyBeam,1,9.040
2009-09-10,SunnyBeam,1,12.260
2009-09-11,SunnyBeam,1,9.070
2009-09-12,SunnyBeam,1,10.570
2009-09-13,SunnyBeam,1,5.300
2009-09-14,SunnyBeam,1,6.930
2009-09-15,SunnyBeam,1,1.000
2009-09-16,SunnyBeam,1,7.750
2009-09-17,SunnyBeam,1,6.740
2009-09-18,SunnyBeam,1,10.210
2009-09-19,SunnyBeam,1,9.060
2009-09-20,SunnyBeam,1,7.490
